Doctor ID,Doctor Name,Years of Experience,PMC Verified,Doctor Image,Type,About,Services,Education and Certification,Specialization,Languages,Experience,Clinic Name,Clinic Address,Clinic Fees,Clinic Schedule,Consultation,Consultation Fees,Consultation Schedule,Medical Center,Center Address,Center Fees,Center Schedule,Page Url
11476,Sanober Naqvi,7 Year(s),No,https://www.shifaam.com/doctors/karachi/psychotherapist/sanober-naqvi-11476/uploads/profile-images/1628255507-doctor.jpeg,Mental Health Professional,"Masters in Psychology from Karachi University (2008), Diploma in complimentary therapies ( hypnotherapy and NLP)  from Institute of Clinical Psychology in 2014, PMD from University of Karachi in 2016, ABA Certification from Kazim Trust in 2019",Hypnotherapy & Neuro Linguistic Programming (nlp),Post Master Diploma in Clinical Psychology - Karachi University,Mental Health Professional,"Urdu
English","2016 - Present, Certified Hypnotherapist, Clinical Psychologist and NLP Practitioner, Transformation Wellness Clinics
2017 - 2017, Former Visiting Facility,  University Of Karachi
2018 - 2018, Former Hypnotherapist And Psychologist, Jpmc (twc)
2019 - 2020, Former Resource Teacher, The City School",Psychological Assessment (Online Clinic),"Shifaam Virtual Clinic, Karachi",Rs.15000,"Monday

                                            
12:00 PM - 06:00 PM

                                            
Tuesday

                                            
12:00 PM - 06:00 PM

                                            
Wednesday

                                            
12:00 PM - 06:00 PM

                                            
Thursday

                                            
12:00 PM - 06:00 PM

                                            
Friday

                                            
12:00 PM - 06:00 PM

                                            
Saturday

                                            
12:00 PM - 06:00 PM",Online Video Consultation,Rs.2000,"Monday

                                            
12:00 PM - 06:00 PM

                                        
Tuesday

                                            
12:00 PM - 06:00 PM

                                        
Wednesday

                                            
12:00 PM - 06:00 PM

                                        
Thursday

                                            
12:00 PM - 06:00 PM

                                        
Friday

                                            
12:00 PM - 06:00 PM

                                        
Saturday

                                            
12:00 PM - 06:00 PM

                                        
Monday

                                            
12:00 PM - 06:00 PM

                                            
Tuesday

                                            
12:00 PM - 06:00 PM

                                            
Wednesday

                                            
12:00 PM - 06:00 PM

                                            
Thursday

                                            
12:00 PM - 06:00 PM

                                            
Friday

                                            
12:00 PM - 06:00 PM

                                            
Saturday

                                            
12:00 PM - 06:00 PM",,,,,https://www.shifaam.com/doctors/karachi/psychotherapist/sanober-naqvi-11476
11720,DR PYAR ALI FAZEL,N/A,Yes,https://www.shifaam.com/doctors/karachi/consultant-physician/dr-pyar-ali-fazel-11720/uploads/profile-images/1625665603-doctor.jpeg,Consultant Physician,Consultant physician,,,Consultant Physician,"Urdu
English",,Al Hujjat Clinic,"Soldier Bazaar Garden East, Karachi,",Rs.1000,"Monday

                                            
06:00 PM - 08:00 PM

                                            
Tuesday

                                            
06:00 PM - 08:00 PM

                                            
Wednesday

                                            
06:00 PM - 08:00 PM

                                            
Thursday

                                            
06:00 PM - 08:00 PM

                                            
Friday

                                            
06:00 PM - 08:00 PM

                                            
Saturday

                                            
06:00 PM - 08:00 PM",,,,,,,,https://www.shifaam.com/doctors/karachi/consultant-physician/dr-pyar-ali-fazel-11720
11703,Rumsha Aziz,2 Year(s),No,https://www.shifaam.com/doctors/karachi/psychologist/rumsha-aziz-11703/uploads/profile-images/1624287534-doctor.jpeg,Psychologist,"I have done my bachelors in Psychology and completed diploma for CBT Practitioner. Currently, I'm enrolled for NLP Practitioner Diploma, Hypnotherapy, and Dialectal Behavioral Therapy. 
I'm a passionate Psychologist who specialises in Psychotherapy sessions and Personality Evaluation & Assessments. She provides supportive counseling to clients who suffer from trauma, anxiety, depression, grief, stress & other psychological issues.","Psychotherapy (cbt
Psychologists/counselors
Psychotherapy
Individual Psychotherapy
Psychological, Emotional And Behavioral Issues
Child Psychological Assessment",BS Psychology - Virtual University of Pakistan,Psychologist,"English
Urdu
Memoni","2021 - Present, Psychologist, Tahir Medical Center
2021 - Present, Psychologist and Founder, Healing Hearts",,,,,Online Video Consultation,Rs.1500,"Monday

                                            
08:00 PM - 10:00 PM

                                        
Tuesday

                                            
08:00 PM - 10:00 PM

                                        
Wednesday

                                            
08:00 PM - 10:00 PM

                                        
Thursday

                                            
08:00 PM - 10:00 PM

                                        
Friday

                                            
08:00 PM - 10:00 PM",Tahir Medical Centre,"419/A Amir Khusro Road, C.P. & Berar Society Cp & Berar Chs, Karachi",Rs.1500,"Monday

                                            
12:00 PM - 01:00 PM

                                            
Tuesday

                                            
05:30 PM - 06:30 PM

                                            
Saturday

                                            
05:30 PM - 06:30 PM",https://www.shifaam.com/doctors/karachi/psychologist/rumsha-aziz-11703
11690,Aisha Salman,5 Year(s),Yes,https://www.shifaam.com/doctors/karachi/general-physician/aisha-salman-11690/uploads/profile-images/1623773491-doctor.jpeg,General Physician,"I Dr. Aisha Salman (General Physician) /medical practitioner.

My concerned with promoting, maintaining or restoring health through the study, diagnosis, prognosis and treatment of disease, injury, and other physical and mental impairments.","General Health Checkup
General Consultation
General Physician
Referrals To Specialist Health Professionals
Primary Care Physician",MBBS - Dow University of Health Sciences,"General Physician
General Physician","English
Urdu","2017 - 2018, House Officer, Jinnah Postgraduate Medical Centre
2018 - 2019, Resident Medical Officer, Mustafa Medical Centre",,,,,Online Video Consultation,Rs.300,"Monday

                                            
12:30 PM - 02:30 PM

                                        
Tuesday

                                            
12:30 PM - 02:30 PM

                                        
Wednesday

                                            
12:30 PM - 02:30 PM

                                        
Thursday

                                            
12:30 PM - 02:30 PM

                                        
Friday

                                            
12:30 PM - 02:30 PM

                                        
Saturday

                                            
12:30 PM - 02:30 PM",,,,,https://www.shifaam.com/doctors/karachi/general-physician/aisha-salman-11690
11721,DR MUHAMMAD HANIF,N/A,Yes,https://www.shifaam.com/doctors/karachi/Paediatrician/dr-muhammad-hanif-11721/uploads/profile-images/1625666079-doctor.jpeg,Paediatrician,Consultant Peadiatrician,,,Paediatrician,"English
Urdu",,Al Hujjat Clinic,"Soldier Bazaar Garden East, Karachi,",Rs.700,"Monday

                                            
05:30 PM - 07:00 PM

                                            
Tuesday

                                            
05:30 PM - 07:00 PM

                                            
Wednesday

                                            
05:30 PM - 07:00 PM

                                            
Thursday

                                            
05:30 PM - 07:00 PM

                                            
Friday

                                            
05:30 PM - 07:00 PM

                                            
Saturday

                                            
05:30 PM - 07:00 PM",,,,,,,,https://www.shifaam.com/doctors/karachi/Paediatrician/dr-muhammad-hanif-11721
10706,Dr Zehra Nadeem,32 Year(s),Yes,https://www.shifaam.com/doctors/karachi/dermatologist/dr-nadeem-zehra-10706/uploads/profile-images/1593194521-doctor.jpeg,Dermatologist,Dr Nadeem zehra is a senior dermatologist in karachi with a work experience of 30years at Dow Medical College /Civil Hospital Karachi.. She can manage difficult dermatology cases of males and females at all ages. She also deal with cosmetic problems and hair and nail disorders. She also perform minor dermatology surgeries and aesthetic procedures at own clinic,"Skin Rejuvenation.
Acne Scar Treatment
Hydra Facials
Laser Hair Removal
Whitening Therapy
Laser Hair Removal
Skin Toning Radiofrequency
Cit For Skin Tightening And Scar Correction
Whitening Injections
Chemical Peeling
Removal Of Moles & Warts
Chemical Peeling
Prp Derma Pen
Skin Tone Improvements",MBBS. MCPS - college of physician and surgeons Pakistan,"Allergy Specialist
Dermatologist","Urdu
Sindhi
English","1991 - 2016, consultant dermatologist, Dow Medical College /civil Hospital Karachi",,,,,Online Video Consultation,Rs.1000,"Monday

                                            
10:00 AM - 11:00 PM

                                        
Tuesday

                                            
10:00 AM - 11:00 PM

                                        
Wednesday

                                            
10:00 AM - 11:00 PM

                                        
Thursday

                                            
10:00 AM - 11:00 PM

                                        
Friday

                                            
10:00 AM - 11:00 PM

                                        
Saturday

                                            
10:00 AM - 11:00 PM

                                        
Sunday

                                            
10:00 AM - 11:00 PM",Health Icon Medical & Diagnostic Centre,"ST-21/A University Rd, Block 6, Karachi",Rs.1000,"Monday

                                            
04:00 PM - 06:00 PM

                                            
Wednesday

                                            
04:00 PM - 06:00 PM

                                            
Friday

                                            
04:00 PM - 06:00 PM",https://www.shifaam.com/doctors/karachi/dermatologist/dr-nadeem-zehra-10706
344,Dr. Syed Waqar Ahmed,8 Year(s),Yes,https://www.shifaam.com/doctors/karachi/cardiologist/dr-syed-waqar-ahmed-344/uploads/profile-images/1562188048-doctor.jpeg,Cardiologist,"Currently working as an Interventional Cardiology fellow in one of the leading hospitals of Pakistan.
I aim to provide the best healthcare to my patients, responding to their queries about various aspect of their health. My objective is the improvement of health and well being of the society as a whole.","Generalist
Cardiology
Internal Medicine
Geriatrics
General Internist
Internist
Primary Care Physician
Assessment Or Managment Of Chronic Illness
Prescribing Medicines And Lifestyle Advices
General Practice
Geriatric Care
Referrals To Specialist Health Professionals
Cardiovascular Disease Managment
Lifestyle Measures (cvd Prevention)
Renal, Electrolyte And Acid-based Disorders
Hypertension (with Renal Disease)
Nephrotic Syndrome
Thyroid Gland/parathyroid Gland Disorders
Growth Disorders/pituitary Gland Disorders
Cholestrol (lipid) Abnormalities
Diabetes
Diseases Of Digestive Tract
Chest Infections
Asthma
Copd
Tuberculosis
Smoking Cessation Education
Bones And Joints Issues
Family Practice","M.B.B.S - Dow University of Health Sciences
FCPS Cardiology - College of Physicians and Surgeons 
MRCP UK Part I - Royal College of Physicians and Surgeons UK","Cardiologist
Internal Medicine
Cardiologist","English
Urdu
Sindhi","2016 - 2018, Medicine Resident, The Indus Hospital
2014 - 2015, House Officer, Dow University Hospital
2018 - 2021, Cardiology Resident & Instructor, Aga Khan University Hospital",,,,,Online Video Consultation,Rs.700,"Monday

                                            
09:00 PM - 11:30 PM

                                        
Tuesday

                                            
08:00 PM - 11:30 PM

                                        
Wednesday

                                            
09:00 PM - 11:30 PM

                                        
Thursday

                                            
09:00 PM - 11:30 PM

                                        
Friday

                                            
09:00 PM - 11:30 PM

                                        
Saturday

                                            
07:00 PM - 11:30 PM

                                        
Sunday

                                            
11:00 AM - 11:30 PM",,,,,https://www.shifaam.com/doctors/karachi/cardiologist/dr-syed-waqar-ahmed-344
12089,Dr Madeeha Khan,2 Year(s),No,https://www.shifaam.com/doctors/karachi/pathology/dr-madeeha-khan-12089/uploads/profile-images/1649926998-doctor.jpeg,Pathology,"Dr. Madeeha Khan is a highly qualified RPh + speech-language pathologist lives in Canada, have number of certifications (International & National) as well as experience in speech and previous 5 years of experience in counselling (carrier & parental), counselling for proper usage of Medicines in daily lives-their dosage, side effects and precautions etc.), she offers amazing speech/language assessments and speech, voice therapy sessions for the above-mentioned services as well. She is taking only online session internationally through Shifaam platform.","Auditory Verbal Therapy
Adhd & Asd Speech Therapies
Articulation Therapy
Fluency Disorder Management
Dysarthria, Apraxia
Global Developmental Disorders Speech Therapies
Speech And Language Screening
Speech Delays Therapies
Phonological Disorders
Stammering
Articulation, Voice & Audio Therapy
Receptive And Expressive Language Delay","Master of Audiology & Speech Pathology - University of Karachi
Dysphagia Assessment and Management - California Institute of Behavioural Sciences USA & SIM
Certified health care professional - London school of hygiene and tropical medicine and UK public health support team","Speech And Language Pathologist
Pathology","Urdu
English","2021 - Present, Consultant Speech & Language Pathologist, Society Of Image Management (sim)
2021 - 2022, Teacher and Trainer of Speech Therapists, U.o.k. & S.i.m.",,,,,Online Video Consultation,Rs.2500,"Sunday

                                            
11:00 AM - 01:00 PM",,,,,https://www.shifaam.com/doctors/karachi/pathology/dr-madeeha-khan-12089
12084,Dr. Sajjad Ali Khan,9 Year(s),Yes,https://www.shifaam.com/doctors/karachi/diabetologist/dr-sajjad-ali-khan-12084/uploads/profile-images/1648294270-doctor.jpeg,Diabetologist,"Dr. Sajjad Ali Khan is an Experienced doctor with a demonstrated history of working in the tertiary care hospitals & health care industry. Skilled in Clinical Research, Medicine, Public Speaking, Research. Strong healthcare services professional with an FCPS (Medicine) focused in Medicine from the College Of Physicians And Surgeons.","Diabetes Management
Hypertension
Obesity Management
Infertility
Addison's Disease
Osteoporosis Management
Palpitation
Osteoporosis Management
Hypoglycaemia","Fellowship in Diabetes and Endocrinology - AKUH
FCPS - College of Physicians & Surgeons Pakistan
M.B.B.S. - Khyber Medical University - KMU","Endocrinologist
Consultant Physician
Diabetologist","Urdu
English","2020 - Present, Consultant Endocrinologist and Diabetologist, Health Icon Medical And Diagnostic Center, Karachi
2020 - 2021, Fellow- Endocrinology and Diabetes, Aga Khan University, Hospital, Karachi
2019 - 2019, Instructor-Department of Medicine, Aga Khan University Hospital, Karachi
2018 - 2018, Senior Medical Officer, Acute Care Unit, Aga Khan University Hospital, Karachi
2013 - 2013, Resident, Internal Medicine, Medicine, Shifa International Hospitals Ltd, Islamabad, Pakistan",,,,,,,,Health Icon Medical & Diagnostic Centre,"ST-21/A University Rd, Block 6, Karachi",Rs.1500,"Tuesday

                                            
07:00 PM - 09:00 PM

                                            
Thursday

                                            
07:00 PM - 09:00 PM",https://www.shifaam.com/doctors/karachi/diabetologist/dr-sajjad-ali-khan-12084
12057,Dr. Saba Shahid,23 Year(s),Yes,https://www.shifaam.com/doctors/karachi/Paediatrician/dr-saba-shahid-12057/uploads/profile-images/1646379406-doctor.jpeg,Paediatrician,"Dr. Saba Shahid, has vast  experience in field of pediatrics.. She is an active member of the Pakistan Pediatric Association. and is examiner for FCPS Pediatrics at College of Physician and surgeon. Health Specialties. She has special interest in treatment of malnutrition and obesity and runs nutrition clinic for children for last 25 years.. Dr. Saba also actively manages Type 1 Diabetes Mellitus, hematological ,Rheumatological disorders and infectious diseases.
She has also a vast number of publications & Research in the field of Pediatrics","Pediatric Growth Issues
Pediatrics
Pediatric Rehab
Pediatric Nutrition
Endocrinology Pediatric Diabetes Mellitus
Pediatric Rehabilitation","M.B.B.S. - University of Karachi
FCPS - College of Physicians and Surgeons Pakistan
M.C.P.S. - College of Physicians and Surgeons of Pakistan
Diploma in Clinical Nutrition Pakistan - Institute of Modern Sciences
Master in Health Professional Education (MHPE) - JPMC",Paediatrician,"Urdu
English","2016 - Present, Pediatric consultant and Head of Department, The Indus Hospital, Karachi
2015 - 2016, Medical Director & Pediatrician, Disabled Children Association, Jeddah
2010 - 2013, Pediatric Consultant, Department Of Pediatrics, Indus Hospital, Karachi
2005 - 2010, Assistant Professor & Consultant, Department of Pediatrics, Dow University Of Health Sciences & Civil Hospital Karachi
2002 - 2008, Specialist Pediatrician, S.s. Hospital, Karachi
1999 - 2002, Resident Medical Officer, Department Of Pediatrics, Unit I, Civil Hospital Karachi",,,,,Online Video Consultation,Rs.2500,"Tuesday

                                            
05:00 PM - 06:00 PM

                                        
Saturday

                                            
12:00 PM - 04:00 PM",,,,,https://www.shifaam.com/doctors/karachi/Paediatrician/dr-saba-shahid-12057
12040,Dr. Aun Jamal,9 Year(s),Yes,https://www.shifaam.com/doctors/lahore/surgical-oncologist/dr-aun-jamal-12040/uploads/profile-images/1645874077-doctor.jpeg,Surgical Oncologist,"""Dr. Aun Jamal is an advanced laparoscopic surgeon and consultant Surgical oncologist with fellowships in General Surgery and Surgical Oncology. He is also a member of the Royal College of Surgeons of Glasgow and Edinburgh.

He did his graduation in 2012 and after his internship, he did his general surgery training from 2014-18. Later did a fellowship in Surgical Oncology at the busiest oncological center of Asia from 2018-2020 at Shaukat Khanum Memorial Cancer Hospital and Research Center, Lahore, Pakistan.

He has a special interest in minimally invasive upper and lower GI oncological surgery and multi-visceral resections. His areas of expertise further include Breast, Endocrine, and HPB oncological surgeries.

He has a keen interest in research and Academics and has 24 national and international publications in indexed journals.

Currently, he is working as an Assistant Professor of Surgery/ Surgical Oncology at Ameer-ud-Din Medical College, Lahore, Pakistan.""",,"M.B.B.S. - University of Health Sciences Lahore
F.C.P.S.  ( SURGERY ) - College of Physicians and Surgeons Pakistan
FCPS Surgical Oncology - College of Physicians & Surgeons Pakistan
MRCS  - Royal College of Physicians and Surgeons, Glasgow.
MRCSEd - Royal College of Surgeons, Edinburgh","Surgeon / General Surgeon
Surgical Oncologist","Urdu
English","2021 - Present, Assistant Professor / Consultant Surgical Oncologist and Advanced Laparoscopic Surgeon, Lahore General Hospital
2020 - 2021, Senior Registrar / Surgical Oncologist, Lahore General Hospital
2018 - 2020, Fellow in Surgical Oncology, Shaukat Khanam Memorial Cancer Hospital & Research Center
2018 - 2018, Senior Registrar / Consultant, Sharif Medical City Hospital  Lahore
2014 - 2018, Resident General Surgery , Services Hospital Lahore, Pakistan
2013 - 2015, Medical Officer   ICU and Critical Care, Sharif Medical City Hospital  Lahore, Pakistan",,,,,Online Video Consultation,Rs.2500,"Monday

                                            
02:00 PM - 10:00 PM

                                        
Tuesday

                                            
02:00 PM - 10:00 PM

                                        
Wednesday

                                            
02:00 PM - 10:00 PM

                                        
Thursday

                                            
02:00 PM - 10:00 PM

                                        
Friday

                                            
02:00 PM - 10:00 PM",,,,,https://www.shifaam.com/doctors/lahore/surgical-oncologist/dr-aun-jamal-12040
12044,Dr. Prof. Syed Asim Ali Jaffary,24 Year(s),Yes,https://www.shifaam.com/doctors/karachi/general-surgeon/dr-prof-syed-asim-ali-jaffary-12044/uploads/profile-images/1645097441-doctor.jpeg,General and Laparoscopic Surgeon,"Prof. Dr Syed Asim Ali Jaffary is a renowned General Surgeons of Pakistan, Currently working as a Dean, Faculty Health & Medical Sciences, Hamdard University. Dr Asim Jaffary is also Principal of Hamdard Medical College and  Professor of Surgery. His achievements in research and clinical assignments are acknowledged internationally. He is well-known for his surgical and training skills. His field of interest is general and liver surgeries.","Laparoscopic Surgeries
Gallbladder
Appendix And Hernia
All Abdominal Cancer Surgeries
Intestinal Surgeries
Colorectal Surgery 
Skin Cancer","M.B.B.S. - Dow Medical College
FRCS - Royal College of Surgeons of Edinburgh
Post Graduate Certificate - Royal College of Surgeons of Edinburgh
Master in Hepatobiliary and Pancreatic Surgery - Henri Bismuth Hepatobiliary Institute, France
Post graduate Certificate  - University of Dundee. Dundee Scotland",General And Laparoscopic Surgeon,"Urdu
English","2020 - , Locum General Surgeon, Dept Of Surgery, Jersey General Hospital, Uk
2012 - , Specialty Surgeon and Locum Consultant Surgeon, Department Of General Surgery, National Health Services United Kingdom
2011 - 2012, Clinical Lead & Consultant General Surgeon, Department Of Surgery, Prince Abdulaziz Bin Musaad Hospital, Arar. Northern Border, Saudi Arabia
2007 - 2012, Associate Professor of Surgery , Dow University Of Health Sciences Karachi
1999 - 2007, Associate Professor of Surgery & Consultant General Surgeon, Baqai Medical University, Karachi
1998 - 1999, Senior Registrar, General Surgery, Sindh Government Hospital Saudabad, Karachi",One Step Diagnostic Clinic,"Bungalow No 3, 217 Siraj ud-Daulah Rd, Delhi Mercantile Society Darul Aman Society PECHS, Karachi, Karachi City, Sindh",Rs.3000,"Monday

                                            
05:00 PM - 07:00 PM

                                            
Tuesday

                                            
05:00 PM - 07:00 PM

                                            
Wednesday

                                            
05:00 PM - 07:00 PM

                                            
Thursday

                                            
05:00 PM - 07:00 PM",Online Video Consultation,Rs.4000,"Monday

                                            
09:30 PM - 11:30 PM

                                        
Tuesday

                                            
09:30 PM - 11:30 PM

                                        
Wednesday

                                            
09:30 PM - 11:30 PM

                                        
Thursday

                                            
09:30 PM - 11:30 PM

                                        
Friday

                                            
09:30 PM - 11:30 PM

                                        
Saturday

                                            
09:30 PM - 11:30 PM

                                        
Sunday

                                            
09:30 PM - 11:30 PM",,,,,https://www.shifaam.com/doctors/karachi/general-surgeon/dr-prof-syed-asim-ali-jaffary-12044
10730,Dr. Abdul Sattar Shaikh,12 Year(s),Yes,https://www.shifaam.com/doctors/karachi/pediatric-cardiologist/abdul-sattar-shaikh-10730/uploads/profile-images/1597930713-doctor.jpeg,Pediatric Cardiologist,"Paediatric cardiologist
MBBS, MCPS (peds) FCPS (Peds), FCPS (pedscardiology
Postfellowship in pediatric interventional congenital heart diseases
Fellowship in Pediatric and Adult congenital heart diseases","Echocardiography
Angiography,angioplasty,cardiac Patient Management
Cardiovascular Disease Managment
Paediatric Consultancy
Paediatric Cardiologist","MBBS, MCPS (peds) FCPs (peds) FCPS peds cardiology - Chandka Medical College, Aga khan university,  College of Physicians and surgeons",Pediatric Cardiologist,,"2011 - Present, Paediatric Cardiologist, National Institute Of Cardiovaascular Diseases",,,,,Online Video Consultation,Rs.1500,"Friday

                                            
05:00 PM - 06:00 PM

                                        
Saturday

                                            
02:30 PM - 08:00 PM",,,,,https://www.shifaam.com/doctors/karachi/pediatric-cardiologist/abdul-sattar-shaikh-10730
12074,Maryam Malik,5 Year(s),No,https://www.shifaam.com/doctors/rawalpindi/physical-therapist/maryam-malik-12074/uploads/profile-images/1646818435-doctor.jpeg,Physical Therapist,"Ms. Maryam Malik is a committed, & caring Physiotherapist, having extensive experience in her field, & with a great passion for helping people of all ages.","Pain-management
Disability Through Movement And Exercise
Maintain Health For The People Of All Ages
Manual Therapy
Electotherapy
Education And Advice",Doctor of Physical Therapy (DPT) - The University of Lahore,Physical Therapist,"Urdu
English","2022 - Present, Physiotherapist, Nirm-national Institute Of Rehabilitation Medicine
2021 - 2021, Physiotherapist, Thq Hospital Murree
2017 - 2017, Physiotherapist, Armed Forces Institute Of Regenerative Medicine (afirm)
2022 - Present, physiotherapist, Afirm",,,,,Online Video Consultation,Rs.500,"Monday

                                            
10:00 AM - 09:00 PM

                                        
Tuesday

                                            
10:00 AM - 09:00 PM

                                        
Wednesday

                                            
10:00 AM - 09:00 PM

                                        
Thursday

                                            
10:00 AM - 09:00 PM

                                        
Friday

                                            
10:00 AM - 09:00 PM

                                        
Saturday

                                            
10:00 AM - 09:00 PM",,,,,https://www.shifaam.com/doctors/rawalpindi/physical-therapist/maryam-malik-12074
11981,Dr Anum Sadia,7 Year(s),Yes,https://www.shifaam.com/doctors/lahore/dermatologist/dr-anum-sadia-11981/uploads/profile-images/1638171591-doctor.jpeg,Dermatologist,"Dr Anum Sadia is a Specialist Dermatologist , She have done MBBS from Fatima Jinnah Medical University and FCPS(I) from College of Physicians and Surgeons of Pakistan. She have 8 years of experience in this field.","Whitening Injections
Microneedling
Acne Scar Treatment
Hydra Facial
Chemical Peeling
Removal Of Moles & Warts
Skin Whitening
Co2 Fractional Laser
Picosure Laser
Cryotherapy And Electrocautery
Q Switch Laser
Prp Derma Pen , Carbon Facial , Thread Lift
Lip Augmentation , Hair Removal Laser
Pigmentation And Skin Lightening , Acne
Alopecia Areata,bacterial Infections,carbon Peel
Cit For Skin Tightening And Scar Correction
Double Chin Treatment , Eye Brow Lift
Facial Contouring By Fillers , Folliculitis
Hair Transplant , Laser And Facial Aesthetician
Laser Hair Removal , Laser Treatment
Melasma Treatment
Nail Infections , Rf For Skin Tightening
Skin Surgery And Diagnostic Biopsy
Skin Tone Improvements , Tinea Capitis
Ultherapy , Vampire Facelift , Vitiligo Treatment
Body Lice
Acne
Cellulitis
Psoriasis
Eczema
Leprosy","M.B.B.S - Fatima Jinnah Medical University , Lahore
IMM - College Of Physicians And Surgeons Pakistan
FCPS  ( Dermatology ) - College Of Physicians And Surgeons Pakistan",Dermatologist,"English
Urdu
Punjabi
","2016 - 2021, PGT, Sir Ganga Ram Hospital","SkinMatic: Hair, Skin, Laser And Aesthetic Clinic","53-F, First Floor, Main Boulevard Punjab Cooperative Housing Society, Near Ghazi Road, DHA, Lahore",Rs.1500,"Monday

                                            
11:00 AM - 03:00 PM

                                            
Tuesday

                                            
11:00 AM - 03:00 PM

                                            
Wednesday

                                            
11:00 AM - 03:00 PM

                                            
Thursday

                                            
11:00 AM - 03:00 PM",Online Video Consultation,Rs.1000,"Monday

                                            
11:00 AM - 03:00 PM

                                        
Tuesday

                                            
11:00 AM - 03:00 PM

                                        
Wednesday

                                            
11:00 AM - 03:00 PM

                                        
Thursday

                                            
11:00 AM - 03:00 PM",,,,,https://www.shifaam.com/doctors/lahore/dermatologist/dr-anum-sadia-11981
12003,Dr Aftab Ahmed Leghari,9 Year(s),Yes,https://www.shifaam.com/doctors/karachi/neurologist/dr-aftab-ahmed-leghari-12003/uploads/profile-images/1640692142-doctor.jpeg,Neurologist,"Dr. Aftab Ahmed Leghari is a very well regarded Neurologist and has a number of certifications under his belt, including MBBS and F.C.P.S. (Neurology) as well as 15 years of experience in his field. Dr. Aftab Ahmed Leghari is capable of providing a diverse array of treatments and services including Epilepsy, Parkinson, Head Ache & Stroke, Movement Disorders, Neurological Diseases, Neurological Issues, Parkinson's Disease, Sleep Disorders, Specialist In Stroke and Stress Headaches","Epilepsy, Parkinson
Movement Disorders
Head Ache & Stroke
Neurological Issues
Parkinson's Disease
Sleep Disorders
Specialist In Stroke
Stress Headaches
Als
Dementia
Facial Pain
Meningitis
Multiple Sclerosis
Migraine
Multiple Sclerosis
Neck Pain
Neuro Psychiatric Disorders
Neuromuscular Disorders
Spinal Cord Issues","MBBS - University name Chandka Medical college Larkana University of Sind
FCPS - College Of Physicians & Surgeons of Pakistan","Neurologist
Pain Management Specialist","Urdu
English
Sindhi","2014 - Present, Neurologist, Patel Hospital , Gulshan E Iqbal , Karachi ",,,,,Online Video Consultation,Rs.2000,"Tuesday

                                            
07:00 PM - 09:00 PM

                                        
Thursday

                                            
07:00 PM - 09:00 PM

                                        
Saturday

                                            
07:00 PM - 09:00 PM","Qureshi ENT and Medical Center,Gulistan-e-Johar","Block 1 Gulistan-e-Johar, Karachi, Karachi",Rs.1200,"Tuesday

                                            
04:30 PM - 05:30 PM

                                            
Thursday

                                            
04:30 PM - 05:30 PM

                                            
Saturday

                                            
04:30 PM - 05:30 PM",https://www.shifaam.com/doctors/karachi/neurologist/dr-aftab-ahmed-leghari-12003
12029,Saba Mumtaz,4 Year(s),No,https://www.shifaam.com/doctors/lahore/psychotherapist/saba-mumtaz-12029/uploads/profile-images/1643890711-doctor.jpeg,Mental Health Professional,"Specialized in child psychological issues and psychometric testing like ADHD, Autism, and learning disabilities. Adult Psychologist dealing with Marital counseling and management or psychometric testing for depression, panic disorders or anxiety, schizophrenia, etc. Psychotherapies for children as well as adults.","Child Psychological Issues, Psychometric Testing
Adhd
Autism
Learning Disabilities
Marital Counselling And Management (adults)
Depression
Panic Disorders Or Anxiety
Schizophrenia
Schizophrenia
Psychotherpaies",MS (Clinical Psychology) - Kinnaird College for women Lahore,Mental Health Professional,"English
Urdu","2020 - 2021, Clinical Psychologist, Cmh (combined Military Hospital) Karachi
2019 - 2019, Clinical Psychologist, Cmh (combined Military Hospital) Lahore
2019 - 2019, Clinical Psychologis, Services Hospital, Lahore
2018 - 2018, Clinical Psychologist, Services Hospital, Lahore",,,,,Online Video Consultation,Rs.1500,"Monday

                                            
10:00 AM - 08:00 PM

                                        
Tuesday

                                            
10:00 AM - 08:00 PM

                                        
Wednesday

                                            
10:00 AM - 08:00 PM

                                        
Thursday

                                            
10:00 AM - 08:00 PM

                                        
Friday

                                            
10:00 AM - 08:00 PM

                                        
Saturday

                                            
10:00 AM - 08:00 PM

                                        
Sunday

                                            
10:00 AM - 08:00 PM",,,,,https://www.shifaam.com/doctors/lahore/psychotherapist/saba-mumtaz-12029
